"as_at","year","month_number","offence_category","offence_type","alcohol_involvement","dv_involvement","reporting_region","statistical_area_2","number_of_offences"
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Thamarrurr",8
"3/03/2025",2024,2,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Thamarrurr",9
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Tiwi Islands",2
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Unknown ",5
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Unknown ",9
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Victoria River",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Virginia",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Weddell",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,0,"NT Balance","West Arnhem",3
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Yuendumu - Anmatjere",1
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",0,0,"Nhulunbuy","",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,0,"Nhulunbuy","",2
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",0,0,"Palmerston","",22
"3/03/2025",2024,2,"Acts intended to cause Injury","Assault",0,0,"Palmerston","",27
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,0,"Palmerston","",28
"2/09/2024",2024,2,"Acts intended to cause Injury","Assault",0,0,"Palmerston","",29
"1/11/2024",2024,2,"Acts intended to cause Injury","Assault",0,0,"Palmerston","",30
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,0,"Tennant Creek","",5
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"Alice Springs","",55
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"Alice Springs","",59
"3/03/2025",2024,2,"Acts intended to cause Injury","Assault",0,1,"Alice Springs","",60
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"Darwin","",38
"1/05/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"Darwin","",39
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"Darwin","",40
"3/03/2025",2024,2,"Acts intended to cause Injury","Assault",0,1,"Darwin","",42
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"Katherine","",19
"2/09/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"Katherine","",20
"3/03/2025",2024,2,"Acts intended to cause Injury","Assault",0,1,"Katherine","",21
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Alligator",3
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Anindilyakwa",8
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Daly",2
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","East Arnhem",15
"3/03/2025",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","East Arnhem",16
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Elsey",5
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Gulf",19
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Gulf",21
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Howard Springs",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Humpty Doo",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Petermann - Simpson",5
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Sandover - Plenty",5
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Tanami",18
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Tanami",20
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Thamarrurr",13
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Tiwi Islands",15
"3/03/2025",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Unknown ",2
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Unknown ",3
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Unknown ",7
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Victoria River",4
"3/03/2025",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Victoria River",5
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Virginia",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Virginia",2
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","West Arnhem",13
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Yuendumu - Anmatjere",6
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"Nhulunbuy","",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"Palmerston","",17
"3/03/2025",2024,2,"Acts intended to cause Injury","Assault",0,1,"Palmerston","",18
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",0,1,"Tennant Creek","",5
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"Alice Springs","",23
"3/03/2025",2024,2,"Acts intended to cause Injury","Assault",1,0,"Alice Springs","",24
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"Alice Springs","",25
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"Darwin","",35
"1/05/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"Darwin","",36
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"Darwin","",45
"1/08/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"Darwin","",46
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"Katherine","",7
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Elsey",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Gulf",2
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Petermann - Simpson",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Tiwi Islands",1
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Unknown ",7
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Weddell",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"NT Balance","West Arnhem",3
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Yuendumu - Anmatjere",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"Nhulunbuy","",2
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"Palmerston","",6
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"Palmerston","",7
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,0,"Tennant Creek","",4
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"Alice Springs","",58
"1/05/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"Alice Springs","",59
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"Alice Springs","",64
"3/03/2025",2024,2,"Acts intended to cause Injury","Assault",1,1,"Alice Springs","",65
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"Darwin","",41
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"Darwin","",42
"2/09/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"Darwin","",43
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"Katherine","",34
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"Katherine","",35
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Alligator",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Barkly",2
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Daly",2
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","East Arnhem",2
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Elsey",5
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Gulf",2
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Gulf",3
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Humpty Doo",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Petermann - Simpson",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Sandover - Plenty",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Tanami",5
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Thamarrurr",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Tiwi Islands",1
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Unknown ",1
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Unknown ",8
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Victoria River",2
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","West Arnhem",5
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"NT Balance","Yuendumu - Anmatjere",2
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"Nhulunbuy","",2
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"Palmerston","",28
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"Palmerston","",30
"2/04/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"Tennant Creek","",23
"4/07/2024",2024,2,"Acts intended to cause Injury","Assault",1,1,"Tennant Creek","",24
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"Alice Springs","",36
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"Alice Springs","",44
"1/08/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"Alice Springs","",46
"2/09/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"Alice Springs","",47
"3/03/2025",2024,3,"Acts intended to cause Injury","Assault",0,0,"Alice Springs","",48
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"Darwin","",61
"2/09/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"Darwin","",66
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"Darwin","",67
"3/03/2025",2024,3,"Acts intended to cause Injury","Assault",0,0,"Darwin","",70
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"Katherine","",9
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"Katherine","",11
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Anindilyakwa",2
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","East Arnhem",2
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","East Arnhem",3
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Elsey",1
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Gulf",1
"3/03/2025",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Gulf",3
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Howard Springs",6
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Howard Springs",7
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Humpty Doo",8
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Petermann - Simpson",1
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Sandover - Plenty",6
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Tanami",2
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Thamarrurr",2
"3/03/2025",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Thamarrurr",3
"2/01/2025",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Thamarrurr",4
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Tiwi Islands",5
"3/03/2025",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Unknown ",9
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Unknown ",10
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Unknown ",12
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Victoria River",2
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Virginia",1
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Weddell",2
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","West Arnhem",1
"3/03/2025",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","West Arnhem",2
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Yuendumu - Anmatjere",1
"3/03/2025",2024,3,"Acts intended to cause Injury","Assault",0,0,"NT Balance","Yuendumu - Anmatjere",2
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"Nhulunbuy","",2
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"Palmerston","",18
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"Palmerston","",22
"3/03/2025",2024,3,"Acts intended to cause Injury","Assault",0,0,"Palmerston","",23
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,0,"Tennant Creek","",5
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"Alice Springs","",66
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"Alice Springs","",70
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"Darwin","",42
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"Darwin","",43
"3/03/2025",2024,3,"Acts intended to cause Injury","Assault",0,1,"Darwin","",44
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"Katherine","",12
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Alligator",2
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Alligator",3
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Anindilyakwa",3
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Daly",1
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","East Arnhem",19
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","East Arnhem",20
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Elsey",5
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Gulf",4
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Gulf",5
"3/03/2025",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Gulf",6
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Humpty Doo",1
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Petermann - Simpson",4
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Sandover - Plenty",9
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Tanami",7
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Thamarrurr",13
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Thamarrurr",15
"3/03/2025",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Thamarrurr",16
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Tiwi Islands",8
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Unknown ",5
"3/03/2025",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Unknown ",6
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Unknown ",8
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Victoria River",3
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Weddell",2
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","West Arnhem",15
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"NT Balance","Yuendumu - Anmatjere",2
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"Palmerston","",25
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"Palmerston","",27
"3/03/2025",2024,3,"Acts intended to cause Injury","Assault",0,1,"Palmerston","",28
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"Tennant Creek","",10
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",0,1,"Tennant Creek","",11
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",1,0,"Alice Springs","",25
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",1,0,"Alice Springs","",26
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",1,0,"Darwin","",40
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",1,0,"Darwin","",41
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",1,0,"Katherine","",10
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Daly",1
"3/03/2025",2024,3,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Daly",2
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",1,0,"NT Balance","East Arnhem",1
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Tiwi Islands",2
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Unknown ",1
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Unknown ",2
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",1,0,"NT Balance","Victoria River",1
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",1,0,"Nhulunbuy","",2
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",1,0,"Palmerston","",15
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",1,0,"Tennant Creek","",1
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",1,1,"Alice Springs","",73
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",1,1,"Alice Springs","",78
"3/03/2025",2024,3,"Acts intended to cause Injury","Assault",1,1,"Alice Springs","",79
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",1,1,"Darwin","",60
"4/07/2024",2024,3,"Acts intended to cause Injury","Assault",1,1,"Darwin","",61
"1/05/2024",2024,3,"Acts intended to cause Injury","Assault",1,1,"Katherine","",32
